PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"22047362","Learning statistical correlation for fast prostate registration in image-guided radiotherapy","Shi Y, Liao S, Shen D.","Med Phys. 2011 Nov;38(11):5980-91. doi: 10.1118/1.3641645.","Shi Y","Med Phys","2011","2011/11/04","PMC3215689","","10.1118/1.3641645"
"22047361","Image quality improvement in megavoltage cone beam CT using an imaging beam line and a sintered pixelated array system","Breitbach EK, Maltz JS, Gangadharan B, Bani-Hashemi A, Anderson CM, Bhatia SK, Stiles J, Edwards DS, Flynn RT.","Med Phys. 2011 Nov;38(11):5969-79. doi: 10.1118/1.3651470.","Breitbach EK","Med Phys","2011","2011/11/04","","","10.1118/1.3651470"
"22047360","Comparison of breast density measured on MR images acquired using fat-suppressed versus nonfat-suppressed sequences","Chang DH, Chen JH, Lin M, Bahri S, Yu HJ, Mehta RS, Nie K, Hsiang DJ, Nalcioglu O, Su MY.","Med Phys. 2011 Nov;38(11):5961-8. doi: 10.1118/1.3646756.","Chang DH","Med Phys","2011","2011/11/04","PMC3215688","","10.1118/1.3646756"
"22047359","Theoretical analysis of the thread effect in helical TomoTherapy","Chen M, Chen Y, Chen Q, Lu W.","Med Phys. 2011 Nov;38(11):5945-60. doi: 10.1118/1.3644842.","Chen M","Med Phys","2011","2011/11/04","","","10.1118/1.3644842"
"22047358","An adaptive regularization parameter choice strategy for multispectral bioluminescence tomography","Feng J, Qin C, Jia K, Han D, Liu K, Zhu S, Yang X, Tian J.","Med Phys. 2011 Nov;38(11):5933-44. doi: 10.1118/1.3635221.","Feng J","Med Phys","2011","2011/11/04","","","10.1118/1.3635221"
"22047357","Improving accuracy of XRII image distortion correction using a new hybrid image processing method: performance assessment","Yan S, Nie S, Zheng B.","Med Phys. 2011 Nov;38(11):5921-32. doi: 10.1118/1.3644846.","Yan S","Med Phys","2011","2011/11/04","","","10.1118/1.3644846"
"22047356","Technical note: further development of a resolution modification routine for the simulation of the modulation transfer function of digital x-ray detectors","Konstantinidis AC, Olivo A, Speller RD.","Med Phys. 2011 Nov;38(11):5916-20. doi: 10.1118/1.3644845.","Konstantinidis AC","Med Phys","2011","2011/11/04","","","10.1118/1.3644845"
"22047355","Development of a prototype gantry system for preclinical x-ray phase-contrast computed tomography","Tapfer A, Bech M, Pauwels B, Liu X, Bruyndonckx P, Sasov A, Kenntner J, Mohr J, Walter M, Schulz J, Pfeiffer F.","Med Phys. 2011 Nov;38(11):5910-5. doi: 10.1118/1.3644844.","Tapfer A","Med Phys","2011","2011/11/04","","","10.1118/1.3644844"
"22047354","Three-dimensional anisotropic adaptive filtering of projection data for noise reduction in cone beam CT","Maier A, Wigstrom L, Hofmann HG, Hornegger J, Zhu L, Strobel N, Fahrig R.","Med Phys. 2011 Nov;38(11):5896-909. doi: 10.1118/1.3633901.","Maier A","Med Phys","2011","2011/11/04","PMC3210190","","10.1118/1.3633901"
"22047353","A PENELOPE-based system for the automated Monte Carlo simulation of clinacs and voxelized geometries-application to far-from-axis fields","Sempau J, Badal A, Brualla L.","Med Phys. 2011 Nov;38(11):5887-95. doi: 10.1118/1.3643029.","Sempau J","Med Phys","2011","2011/11/04","","","10.1118/1.3643029"
"22047352","Automated temporal tracking and segmentation of lymphoma on serial CT examinations","Xu J, Greenspan H, Napel S, Rubin DL.","Med Phys. 2011 Nov;38(11):5879-86. doi: 10.1118/1.3643027.","Xu J","Med Phys","2011","2011/11/04","PMC3210189","","10.1118/1.3643027"
"22047351","A handheld fluorescence molecular tomography system for intraoperative optical imaging of tumor margins","Zhao Q, Jiang H, Cao Z, Yang L, Mao H, Lipowska M.","Med Phys. 2011 Nov;38(11):5873-8. doi: 10.1118/1.3641877.","Zhao Q","Med Phys","2011","2011/11/04","PMC3210188","","10.1118/1.3641877"
"22047350","Evaluation of volumetric modulated arc therapy for cranial radiosurgery using multiple noncoplanar arcs","Audet C, Poffenbarger BA, Chang P, Jackson PS, Lundahl RE, Ryu SI, Ray GR.","Med Phys. 2011 Nov;38(11):5863-72. doi: 10.1118/1.3641874.","Audet C","Med Phys","2011","2011/11/04","","","10.1118/1.3641874"
"22047349","Evaluation of brachytherapy lung implant dose distributions from photon-emitting sources due to tissue heterogeneities","Yang Y, Rivard MJ.","Med Phys. 2011 Nov;38(11):5857-62. doi: 10.1118/1.3641872.","Yang Y","Med Phys","2011","2011/11/04","","","10.1118/1.3641872"
"22047348","On the role of the optimization algorithm of RapidArc(®) volumetric modulated arc therapy on plan quality and efficiency","Vanetti E, Nicolini G, Nord J, Peltola J, Clivio A, Fogliata A, Cozzi L.","Med Phys. 2011 Nov;38(11):5844-56. doi: 10.1118/1.3641866.","Vanetti E","Med Phys","2011","2011/11/04","","","10.1118/1.3641866"
"22047347","Interfraction patient motion and implant displacement in prostate high dose rate brachytherapy","Fox CD, Kron T, Leahy M, Duchesne G, Williams S, Tai KH, Haworth A, Herschtal A, Foroudi F.","Med Phys. 2011 Nov;38(11):5838-43. doi: 10.1118/1.3641865.","Fox CD","Med Phys","2011","2011/11/04","","","10.1118/1.3641865"
"22047346","Point/Counterpoint: QA procedures in radiation therapy are outdated and negatively impact the reduction of errors","Amols HI, Klein EE, Orton CG.","Med Phys. 2011 Nov;38(11):5835-7. doi: 10.1118/1.3605472.","Amols HI","Med Phys","2011","2011/11/04","","","10.1118/1.3605472"
"28525149","Clinical fundamentals for radiation oncologists","Yang J.","Med Phys. 2011 Nov;38(11):6345. doi: 10.1118/1.3656066.","Yang J","Med Phys","2011","2017/05/20","","","10.1118/1.3656066"
"28525148","Dual Energy CT in Clinical Practice","Yoshizumi T.","Med Phys. 2011 Nov;38(11):6346. doi: 10.1118/1.3642476.","Yoshizumi T","Med Phys","2011","2017/05/20","","","10.1118/1.3642476"
"21992396","Development of activity pencil beam algorithm using measured distribution data of positron emitter nuclei generated by proton irradiation of targets containing (12)C, (16)O, and (40)Ca nuclei in preparation of clinical application","Miyatake A, Nishio T, Ogino T.","Med Phys. 2011 Oct;38(10):5818-29. doi: 10.1118/1.3641829.","Miyatake A","Med Phys","2011","2011/10/14","","","10.1118/1.3641829"
"21992395","Toward IMRT 2D dose modeling using artificial neural networks: a feasibility study","Kalantzis G, Vasquez-Quino LA, Zalman T, Pratx G, Lei Y.","Med Phys. 2011 Oct;38(10):5807-17. doi: 10.1118/1.3639998.","Kalantzis G","Med Phys","2011","2011/10/14","","","10.1118/1.3639998"
"21992394","Factors for converting dose measured in polystyrene phantoms to dose reported in water phantoms for incident proton beams","Moyers MF, Vatnitsky AS, Vatnitsky SM.","Med Phys. 2011 Oct;38(10):5799-806. doi: 10.1118/1.3639119.","Moyers MF","Med Phys","2011","2011/10/14","","","10.1118/1.3639119"
"21992393","Comparison of Monte Carlo methods for fluorescence molecular tomography-computational efficiency","Chen J, Intes X.","Med Phys. 2011 Oct;38(10):5788-98. doi: 10.1118/1.3641827.","Chen J","Med Phys","2011","2011/10/14","PMC3298560","","10.1118/1.3641827"
"21992392","Application of the gamma evaluation method in Gamma Knife film dosimetry","Park JH, Han JH, Kim CY, Oh CW, Lee DH, Suh TS, Gyu Kim D, Chung HT.","Med Phys. 2011 Oct;38(10):5778-87. doi: 10.1118/1.3641644.","Park JH","Med Phys","2011","2011/10/14","","","10.1118/1.3641644"
"21992391","Characterizing the marker-dye correction for Gafchromic(®) EBT2 film: a comparison of three analysis methods","McCaw TJ, Micka JA, Dewerd LA.","Med Phys. 2011 Oct;38(10):5771-7. doi: 10.1118/1.3639997.","McCaw TJ","Med Phys","2011","2011/10/14","","","10.1118/1.3639997"
"21992390","An analysis of the mechanical parameters used for finite element compression of a high-resolution 3D breast phantom","Hsu CM, Palmeri ML, Segars WP, Veress AI, Dobbins JT 3rd.","Med Phys. 2011 Oct;38(10):5756-70. doi: 10.1118/1.3637500.","Hsu CM","Med Phys","2011","2011/10/14","PMC3203130","","10.1118/1.3637500"
"21992389","Spectrophotometer and ultrasound evaluation of late toxicity following breast-cancer radiotherapy","Yoshida EJ, Chen H, Torres MA, Curran WJ, Liu T.","Med Phys. 2011 Oct;38(10):5747-55. doi: 10.1118/1.3633942.","Yoshida EJ","Med Phys","2011","2011/10/14","PMC3203129","","10.1118/1.3633942"
"21992388","Automated noninvasive classification of renal cancer on multiphase CT","Linguraru MG, Wang S, Shah F, Gautam R, Peterson J, Linehan WM, Summers RM.","Med Phys. 2011 Oct;38(10):5738-46. doi: 10.1118/1.3633898.","Linguraru MG","Med Phys","2011","2011/10/14","PMC3203128","","10.1118/1.3633898"
"21992387","Generating lung tumor internal target volumes from 4D-PET maximum intensity projections","Lamb JM, Robinson C, Bradley J, Laforest R, Dehdashti F, White BM, Wuenschel S, Low DA.","Med Phys. 2011 Oct;38(10):5732-7. doi: 10.1118/1.3633896.","Lamb JM","Med Phys","2011","2011/10/14","PMC3203127","","10.1118/1.3633896"
"21992386","Low-dose computed tomography image restoration using previous normal-dose scan","Ma J, Huang J, Feng Q, Zhang H, Lu H, Liang Z, Chen W.","Med Phys. 2011 Oct;38(10):5713-31. doi: 10.1118/1.3638125.","Ma J","Med Phys","2011","2011/10/14","PMC3298559","","10.1118/1.3638125"
"21992385","Image quality of microcalcifications in digital breast tomosynthesis: effects of projection-view distributions","Lu Y, Chan HP, Wei J, Goodsitt M, Carson PL, Hadjiiski L, Schmitz A, Eberhard JW, Claus BE.","Med Phys. 2011 Oct;38(10):5703-12. doi: 10.1118/1.3637492.","Lu Y","Med Phys","2011","2011/10/14","PMC3203126","","10.1118/1.3637492"
"21992384","Nonparametric signal detectability evaluation using an exponential transformation of the FROC curve","Popescu LM.","Med Phys. 2011 Oct;38(10):5690-702. doi: 10.1118/1.3633938.","Popescu LM","Med Phys","2011","2011/10/14","","","10.1118/1.3633938"
"21992383","An outlook on future design of hybrid PET/MRI systems","Zaidi H, Del Guerra A.","Med Phys. 2011 Oct;38(10):5667-89. doi: 10.1118/1.3633909.","Zaidi H","Med Phys","2011","2011/10/14","","","10.1118/1.3633909"
"21992382","Region-of-interest material decomposition from truncated energy-resolved CT","Schmidt TG, Pektas F.","Med Phys. 2011 Oct;38(10):5657-66. doi: 10.1118/1.3641749.","Schmidt TG","Med Phys","2011","2011/10/14","","","10.1118/1.3641749"
"21992381","Four-dimensional volume-of-interest reconstruction for cone-beam computed tomography-guided radiation therapy","Ahmad M, Balter P, Pan T.","Med Phys. 2011 Oct;38(10):5646-56. doi: 10.1118/1.3634058.","Ahmad M","Med Phys","2011","2011/10/14","PMC4032402","","10.1118/1.3634058"
"21992380","A novel computer-aided lung nodule detection system for CT images","Tan M, Deklerck R, Jansen B, Bister M, Cornelis J.","Med Phys. 2011 Oct;38(10):5630-45. doi: 10.1118/1.3633941.","Tan M","Med Phys","2011","2011/10/14","","","10.1118/1.3633941"
"21992379","Task-based modeling and optimization of a cone-beam CT scanner for musculoskeletal imaging","Prakash P, Zbijewski W, Gang GJ, Ding Y, Stayman JW, Yorkston J, Carrino JA, Siewerdsen JH.","Med Phys. 2011 Oct;38(10):5612-29. doi: 10.1118/1.3633937.","Prakash P","Med Phys","2011","2011/10/14","PMC3208412","","10.1118/1.3633937"
"21992378","Development and characterization of a dynamic lesion phantom for the quantitative evaluation of dynamic contrast-enhanced MRI","Freed M, de Zwart JA, Hariharan P, Myers MR, Badano A.","Med Phys. 2011 Oct;38(10):5601-11. doi: 10.1118/1.3633911.","Freed M","Med Phys","2011","2011/10/14","PMC3195376","","10.1118/1.3633911"
"21992377","Automatic segmentation of the facial nerve and chorda tympani in pediatric CT scans","Reda FA, Noble JH, Rivas A, McRackan TR, Labadie RF, Dawant BM.","Med Phys. 2011 Oct;38(10):5590-600. doi: 10.1118/1.3634048.","Reda FA","Med Phys","2011","2011/10/14","PMC3208411","","10.1118/1.3634048"
"21992376","Derivative encoding for parallel magnetic resonance imaging","Shen J.","Med Phys. 2011 Oct;38(10):5582-9. doi: 10.1118/1.3633908.","Shen J","Med Phys","2011","2011/10/14","PMC3195375","","10.1118/1.3633908"
"21992375","Predicting the outcome of respiratory motion prediction","Ernst F, Schlaefer A, Schweikard A.","Med Phys. 2011 Oct;38(10):5569-81. doi: 10.1118/1.3633907.","Ernst F","Med Phys","2011","2011/10/14","","","10.1118/1.3633907"
"21992374","Backscatter correction factor for megavoltage photon beam","Hu Y, Zhu TC.","Med Phys. 2011 Oct;38(10):5563-8. doi: 10.1118/1.3633903.","Hu Y","Med Phys","2011","2011/10/14","","","10.1118/1.3633903"
"21992373","Synthetic CT: simulating low dose single and dual energy protocols from a dual energy scan","Wang AS, Pelc NJ.","Med Phys. 2011 Oct;38(10):5551-62. doi: 10.1118/1.3633895.","Wang AS","Med Phys","2011","2011/10/14","","","10.1118/1.3633895"
"21992372","Response of LiF:Mg,Ti thermoluminescent dosimeters at photon energies relevant to the dosimetry of brachytherapy (<1 MeV)","Tedgren AC, Hedman A, Grindborg JE, Carlsson GA.","Med Phys. 2011 Oct;38(10):5539-50. doi: 10.1118/1.3633892.","Tedgren AC","Med Phys","2011","2011/10/14","","","10.1118/1.3633892"
"21992371","Extraction of tumor motion trajectories using PICCS-4DCBCT: a validation study","Qi Z, Chen GH.","Med Phys. 2011 Oct;38(10):5530-8. doi: 10.1118/1.3637501.","Qi Z","Med Phys","2011","2011/10/14","PMC3195374","","10.1118/1.3637501"
"21992370","RF tissue-heating near metallic implants during magnetic resonance examinations: an approach in the ac limit","Ballweg V, Eibofner F, Graf H.","Med Phys. 2011 Oct;38(10):5522-9. doi: 10.1118/1.3637495.","Ballweg V","Med Phys","2011","2011/10/14","","","10.1118/1.3637495"
"21992369","Paired organs-should they be treated jointly or separately in internal dosimetry?","Parach AA, Rajabi H, Askari MA.","Med Phys. 2011 Oct;38(10):5509-21. doi: 10.1118/1.3637493.","Parach AA","Med Phys","2011","2011/10/14","","","10.1118/1.3637493"
"21992368","A tetrahedron beam computed tomography benchtop system with a multiple pixel field emission x-ray tube","Xu X, Kim J, Laganis P, Schulze D, Liang Y, Zhang T.","Med Phys. 2011 Oct;38(10):5500-8. doi: 10.1118/1.3634043.","Xu X","Med Phys","2011","2011/10/14","PMC3195373","","10.1118/1.3634043"
"21992367","Skin dose mapping for fluoroscopically guided interventions","Johnson PB, Borrego D, Balter S, Johnson K, Siragusa D, Bolch WE.","Med Phys. 2011 Oct;38(10):5490-9. doi: 10.1118/1.3633935.","Johnson PB","Med Phys","2011","2011/10/14","PMC3195372","","10.1118/1.3633935"
"21992366","Moving from gamma passing rates to patient DVH-based QA metrics in pretreatment dose QA","Zhen H, Nelms BE, Tome WA.","Med Phys. 2011 Oct;38(10):5477-89. doi: 10.1118/1.3633904.","Zhen H","Med Phys","2011","2011/10/14","","","10.1118/1.3633904"
"21992365","High-resolution helical cone-beam micro-CT with theoretically-exact reconstruction from experimental data","Varslot T, Kingston A, Myers G, Sheppard A.","Med Phys. 2011 Oct;38(10):5459. doi: 10.1118/1.3633900.","Varslot T","Med Phys","2011","2011/10/14","","","10.1118/1.3633900"
"21992364","Experimental verification of a real-time compensation functionality for dose changes due to target motion in scanned particle therapy","Luchtenborg R, Saito N, Durante M, Bert C.","Med Phys. 2011 Oct;38(10):5448-58. doi: 10.1118/1.3633891.","Luchtenborg R","Med Phys","2011","2011/10/14","","","10.1118/1.3633891"
"21992363","Extraction of depth-dependent perturbation factors for silicon diodes using a plastic scintillation detector","Lacroix F, Guillot M, McEwen M, Gingras L, Beaulieu L.","Med Phys. 2011 Oct;38(10):5441-7. doi: 10.1118/1.3637496.","Lacroix F","Med Phys","2011","2011/10/14","","","10.1118/1.3637496"
"21992362","In vivo dosimetry with optically stimulated luminescent dosimeters, OSLDs, compared to diodes; the effects of buildup cap thickness and fabrication material","Jursinic PA, Yahnke CJ.","Med Phys. 2011 Oct;38(10):5432-40. doi: 10.1118/1.3633939.","Jursinic PA","Med Phys","2011","2011/10/14","","","10.1118/1.3633939"
"21992361","Real time breast microwave radar image reconstruction using circular holography: a study of experimental feasibility","Flores-Tapia D, Pistorius S.","Med Phys. 2011 Oct;38(10):5420-31. doi: 10.1118/1.3633922.","Flores-Tapia D","Med Phys","2011","2011/10/14","","","10.1118/1.3633922"
"21992360","Iodine kinetics and dosimetry in the salivary glands during repeated courses of radioiodine therapy for thyroid cancer","Liu B, Huang R, Kuang A, Zhao Z, Zeng Y, Wang J, Tian R.","Med Phys. 2011 Oct;38(10):5412-9. doi: 10.1118/1.3602459.","Liu B","Med Phys","2011","2011/10/14","","","10.1118/1.3602459"
"21992359","Physical performance of the new hybrid PET∕CT Discovery-690","Bettinardi V, Presotto L, Rapisarda E, Picchio M, Gianolli L, Gilardi MC.","Med Phys. 2011 Oct;38(10):5394-411. doi: 10.1118/1.3635220.","Bettinardi V","Med Phys","2011","2011/10/14","","","10.1118/1.3635220"
"21992358","Fractal analysis for assessing the level of modulation of IMRT fields","Nauta M, Villarreal-Barajas JE, Tambasco M.","Med Phys. 2011 Oct;38(10):5385-93. doi: 10.1118/1.3633912.","Nauta M","Med Phys","2011","2011/10/14","","","10.1118/1.3633912"
"21992357","Fast plaque burden assessment of the femoral artery using 3D black-blood MRI and automated segmentation","Chiu B, Sun J, Zhao X, Wang J, Balu N, Chi J, Xu J, Yuan C, Kerwin WS.","Med Phys. 2011 Oct;38(10):5370-84. doi: 10.1118/1.3633899.","Chiu B","Med Phys","2011","2011/10/14","PMC3189974","","10.1118/1.3633899"
"21992356","In-patient to isocenter KERMA ratios in CT","Huda W, Ogden KM, Lavallee RL, Roskopf ML, Scalzetti EM.","Med Phys. 2011 Oct;38(10):5362-9. doi: 10.1118/1.3635222.","Huda W","Med Phys","2011","2011/10/14","PMC3189973","","10.1118/1.3635222"
"21992354","Deformable image registration of liver with consideration of lung sliding motion","Xie Y, Chao M, Xiong G.","Med Phys. 2011 Oct;38(10):5351-61. doi: 10.1118/1.3633902.","Xie Y","Med Phys","2011","2011/10/14","","","10.1118/1.3633902"
